Customer_ID,Customer_Status,Churn,Churn_Score,Churn_Category,Churn_Reason,Satisfaction_Score,CLTV,Age,Gender,Senior_Citizen,Tenure_in_Months,Contract,Monthly_Charge,Total_Charges,Total_Revenue,Internet_Service,Internet_Type,Phone_Service,Unlimited_Data,Avg_Monthly_GB_Download,Avg_Monthly_Long_Distance_Charges,City,State,Country,Payment_Method
2027-OAQQC,Churned,1,92,Competitor,Competitor offered more data,1,4044,64,Female,0,43,Month-to-Month,$49.05,"$2,076.20","$2,055.91",1,DSL,0,1,12,$0.00,Aptos,California,United States,Bank Withdrawal
2434-EEVDB,Stayed,0,26,,,4,5038,45,Female,0,64,Two Year,$94.60,"$5,948.70","$6,029.98",1,Fiber Optic,1,1,13,$1.27,California City,California,United States,Credit Card
7054-ENNGU,Stayed,0,26,,,4,4623,19,Female,0,9,Month-to-Month,$50.85,$466.60,$579.91,1,Cable,1,1,76,$12.59,Benicia,California,United States,Credit Card
1710-RCXUS,Stayed,0,26,,,3,4965,53,Male,0,51,One Year,$90.35,"$4,614.55","$5,084.26",1,Fiber Optic,1,1,30,$9.21,Orange,California,United States,Credit Card
8305-VHZBZ,Churned,1,92,Price,Long distance charges,1,4325,55,Male,0,1,Month-to-Month,$20.20,$20.20,$33.47,0,,1,0,0,$13.27,San Diego,California,United States,Mailed Check
6075-QMNRR,Stayed,0,26,,,3,6334,33,Female,0,52,Month-to-Month,$49.75,"$2,535.55","$4,559.91",1,DSL,1,1,8,$38.93,Doyle,California,United States,Bank Withdrawal
8357-EQXFO,Churned,1,92,Competitor,Competitor made better offer,2,3077,46,Female,0,7,Month-to-Month,$95.35,$660.90,$965.13,1,Fiber Optic,1,1,15,$48.36,Union City,California,United States,Bank Withdrawal
5542-TBBWB,Joined,0,26,,,4,3358,46,Male,0,1,Month-to-Month,$69.90,$69.90,$89.26,1,Fiber Optic,1,0,14,$9.36,Lakeport,California,United States,Bank Withdrawal
4910-AQFFX,Churned,1,93,Dissatisfaction,Network reliability,3,4533,30,Male,0,9,Month-to-Month,$79.35,$661.25,$956.28,1,Cable,1,0,59,$31.67,Soulsbyville,California,United States,Bank Withdrawal
9152-AMKAK,Stayed,0,26,,,5,2706,50,Male,0,6,Two Year,$80.25,$493.40,$631.10,1,Cable,1,1,10,$22.95,Coalinga,California,United States,Credit Card
2371-KFUOG,Stayed,0,26,,,3,6409,54,Male,0,58,One Year,$99.15,"$5,720.95","$7,615.81",1,Fiber Optic,1,1,14,$32.67,Escondido,California,United States,Bank Withdrawal
6546-OPBBH,Stayed,0,26,,,5,5895,40,Male,0,51,One Year,$23.95,"$1,216.35","$3,386.40",0,,1,0,0,$42.55,Santa Ana,California,United States,Credit Card
6614-FHDBO,Stayed,0,26,,,3,4551,49,Male,0,72,Two Year,$109.20,"$7,878.30","$10,406.22",1,Fiber Optic,1,1,22,$35.11,Rancho Cucamonga,California,United States,Bank Withdrawal
5669-SRAIP,Churned,1,93,Competitor,Competitor offered higher download speeds,2,2863,55,Female,0,5,Month-to-Month,$39.50,$210.75,$171.48,1,DSL,0,1,2,$0.00,Larkspur,California,United States,Bank Withdrawal
4690-PKDQG,Stayed,0,26,,,3,4121,66,Female,1,42,Month-to-Month,$95.55,"$3,930.60","$4,891.98",1,Fiber Optic,1,1,12,$22.89,San Diego,California,United States,Bank Withdrawal
3097-PYWXL,Stayed,0,26,,,4,2951,30,Female,0,4,Month-to-Month,$19.95,$82.90,$197.10,0,,1,0,0,$28.55,New Cuyama,California,United States,Bank Withdrawal
0772-GYEQQ,Churned,1,93,Competitor,Competitor offered more data,2,5202,33,Male,0,3,Month-to-Month,$88.35,$262.05,$410.25,1,Fiber Optic,1,1,10,$49.40,Lodi,California,United States,Credit Card
9944-AEXBM,Stayed,0,26,,,3,2383,51,Male,0,32,Month-to-Month,$85.65,"$2,664.30","$3,849.58",1,Fiber Optic,1,1,28,$37.04,Casmalia,California,United States,Bank Withdrawal
1386-ZIKUV,Stayed,0,26,,,5,4097,42,Male,0,7,Month-to-Month,$18.95,$130.55,$362.81,0,,1,0,0,$33.18,Glenhaven,California,United States,Credit Card
6210-KBBPI,Churned,1,93,Competitor,Competitor had better devices,1,2313,67,Male,1,9,Month-to-Month,$99.45,$919.40,"$1,015.34",1,Fiber Optic,1,1,15,$10.66,West Covina,California,United States,Credit Card
4778-IZARL,Stayed,0,26,,,3,6216,46,Male,0,63,Two Year,$110.10,"$6,705.70","$6,906.04",1,Fiber Optic,1,1,15,$3.18,New Cuyama,California,United States,Credit Card
6137-MFAJN,Stayed,0,26,,,3,2469,62,Female,0,48,Month-to-Month,$44.80,"$2,104.55","$2,104.55",1,Cable,0,1,23,$0.00,Los Angeles,California,United States,Bank Withdrawal
6283-GITPX,Stayed,0,26,,,3,4633,20,Male,0,71,Two Year,$76.90,"$5,522.70","$5,860.66",1,DSL,1,1,52,$4.76,Beaumont,California,United States,Credit Card
4759-PXTAN,Stayed,0,26,,,5,4093,34,Female,0,59,One Year,$80.10,"$4,693.20","$5,889.13",1,DSL,1,1,13,$20.27,Potter Valley,California,United States,Bank Withdrawal
1785-BPHTP,Stayed,0,26,,,3,4022,64,Male,0,28,Month-to-Month,$85.45,"$2,289.90","$2,378.94",1,Fiber Optic,1,1,12,$3.18,Santa Monica,California,United States,Bank Withdrawal
4450-MDZFX,Stayed,0,26,,,5,5100,50,Male,0,60,Month-to-Month,$74.35,"$4,453.30","$6,759.70",1,Fiber Optic,1,1,57,$38.44,Monrovia,California,United States,Bank Withdrawal
7716-YTYHG,Churned,1,93,Competitor,Competitor offered higher download speeds,2,3365,41,Female,0,48,One Year,$82.05,"$4,029.95","$5,179.55",1,Fiber Optic,1,1,30,$23.95,Oxnard,California,United States,Mailed Check
5649-TJHOV,Churned,1,93,Dissatisfaction,Product dissatisfaction,1,4564,68,Male,1,27,Month-to-Month,$36.50,"$1,032.00","$1,062.00",1,DSL,0,0,25,$0.00,Davenport,California,United States,Bank Withdrawal
1635-NZATJ,Stayed,0,26,,,5,5341,80,Male,1,71,Two Year,$25.45,"$1,789.65","$4,434.40",0,,1,0,0,$37.25,Alameda,California,United States,Credit Card
1810-BOHSY,Stayed,0,26,,,3,4745,63,Male,0,51,One Year,$96.40,"$4,911.05","$6,696.05",1,Fiber Optic,1,1,8,$35.00,Vacaville,California,United States,Credit Card
9079-YEXQJ,Churned,1,93,Dissatisfaction,Product dissatisfaction,1,5527,56,Female,0,54,Month-to-Month,$111.10,"$6,014.85","$8,588.81",1,Fiber Optic,1,0,16,$46.74,Chino,California,United States,Bank Withdrawal
5606-AMZBO,Stayed,0,26,,,3,3403,23,Female,0,10,Month-to-Month,$78.15,$765.15,"$1,145.45",1,Fiber Optic,1,1,42,$38.03,Rosamond,California,United States,Credit Card
8735-DCXNF,Stayed,0,26,,,3,3519,34,Male,0,10,Month-to-Month,$54.95,$568.85,$787.35,1,DSL,1,1,9,$21.85,Pilot Hill,California,United States,Credit Card
7632-MNYOY,Churned,1,93,Attitude,Attitude of service provider,3,4389,69,Male,1,66,One Year,$110.90,"$7,432.05","$8,085.45",1,Fiber Optic,1,1,25,$9.90,Tahoe Vista,California,United States,Credit Card
2897-DOVND,Joined,0,26,,,3,3527,31,Male,0,2,Month-to-Month,$69.80,$146.65,$179.03,1,Fiber Optic,1,0,14,$11.19,Winterhaven,California,United States,Bank Withdrawal
3845-FXCYS,Joined,0,26,,,5,4841,55,Male,0,2,Month-to-Month,$19.65,$31.20,$46.80,0,,1,0,0,$7.80,Long Barn,California,United States,Bank Withdrawal
6817-WTYHE,Joined,0,26,,,4,4370,56,Male,0,2,Month-to-Month,$44.90,$111.05,$121.21,1,DSL,1,1,17,$5.08,Happy Camp,California,United States,Bank Withdrawal
2388-LAESQ,Stayed,0,26,,,3,4796,74,Female,1,72,Two Year,$114.85,"$8,317.95","$10,385.79",1,Fiber Optic,1,1,25,$28.72,Manchester,California,United States,Bank Withdrawal
5850-BDWCY,Stayed,0,26,,,5,5029,64,Female,0,6,Month-to-Month,$20.20,$123.65,$382.73,0,,1,0,0,$43.18,Los Angeles,California,United States,Credit Card
2911-IJORQ,Stayed,0,26,,,4,2546,42,Male,0,37,One Year,$90.60,"$3,358.65","$4,996.93",1,DSL,1,1,6,$44.52,Stirling City,California,United States,Bank Withdrawal
2896-TBNBE,Stayed,0,26,,,3,3387,46,Male,0,40,One Year,$80.80,"$3,132.75","$3,651.55",1,Fiber Optic,1,1,24,$12.97,Guadalupe,California,United States,Bank Withdrawal
8198-RKSZG,Stayed,0,26,,,3,5772,43,Female,0,14,Month-to-Month,$80.45,"$1,137.05","$1,273.83",1,DSL,1,1,21,$9.77,El Cerrito,California,United States,Credit Card
4797-AXPXK,Churned,1,93,Attitude,Attitude of service provider,1,4531,64,Female,0,1,Month-to-Month,$60.00,$60.00,$113.48,1,DSL,1,0,16,$43.48,Lompoc,California,United States,Bank Withdrawal
5524-KHNJP,Stayed,0,26,,,3,5344,35,Male,0,33,One Year,$74.75,"$2,453.30","$4,065.35",1,Cable,1,1,30,$48.85,Glendale,California,United States,Credit Card
4391-RESHN,Churned,1,93,Competitor,Competitor had better devices,1,5963,49,Male,0,23,Month-to-Month,$104.05,"$2,470.10","$2,844.54",1,Fiber Optic,1,1,2,$16.28,Lemon Cove,California,United States,Credit Card
1728-BQDMA,Joined,0,26,,,3,5694,22,Female,0,2,Month-to-Month,$44.45,$82.70,$120.10,1,DSL,1,1,59,$18.70,Penryn,California,United States,Bank Withdrawal
7176-WRTNX,Stayed,0,26,,,3,4511,51,Male,0,70,Two Year,$114.95,"$7,711.25","$8,735.35",1,Fiber Optic,1,1,30,$14.63,Ventura,California,United States,Bank Withdrawal
9958-MEKUC,Stayed,0,26,,,3,4495,26,Male,0,72,Two Year,$103.95,"$7,517.70","$10,824.66",1,Fiber Optic,1,1,30,$45.93,Pacifica,California,United States,Credit Card
2739-CACDQ,Stayed,0,26,,,4,3754,79,Female,1,17,One Year,$82.65,"$1,470.05","$1,488.07",1,Fiber Optic,1,1,25,$1.06,La Jolla,California,United States,Credit Card
7520-HQWJU,Stayed,0,26,,,3,4172,22,Female,0,66,Month-to-Month,$67.45,"$4,508.65","$5,998.18",1,DSL,1,1,59,$23.20,Santa Ysabel,California,United States,Bank Withdrawal
9227-YBAXE,Stayed,0,26,,,3,5314,23,Female,0,65,Two Year,$82.50,"$5,215.10","$5,563.85",1,DSL,1,0,69,$4.75,Palm Desert,California,United States,Bank Withdrawal
7765-LWVVH,Stayed,0,25,,,3,5584,39,Female,0,72,Two Year,$95.10,"$6,843.15","$8,192.43",1,Fiber Optic,1,1,19,$18.74,Caspar,California,United States,Bank Withdrawal
3370-HXOPH,Joined,0,25,,,4,2650,50,Female,0,3,Month-to-Month,$76.10,$257.60,$300.65,1,Fiber Optic,1,1,17,$14.35,Mountain View,California,United States,Bank Withdrawal
2181-UAESM,Joined,0,25,,,4,3477,30,Male,0,2,Month-to-Month,$53.45,$119.50,$144.68,1,Cable,1,1,76,$12.59,Angelus Oaks,California,United States,Bank Withdrawal
0562-FGDCR,Stayed,0,25,,,3,4703,61,Female,0,72,Two Year,$74.55,"$5,430.65","$7,003.13",1,DSL,1,1,30,$21.84,Whitmore,California,United States,Credit Card
5196-SGOAK,Churned,1,93,Attitude,Attitude of support person,3,4884,39,Female,0,1,Month-to-Month,$75.70,$75.70,$84.75,1,Fiber Optic,1,1,21,$9.05,Caliente,California,United States,Bank Withdrawal
2984-TBYKU,Stayed,0,25,,,4,6378,38,Male,0,72,Two Year,$104.90,"$7,732.65","$10,052.49",1,Fiber Optic,1,1,25,$32.22,Barstow,California,United States,Credit Card
5294-DMSFH,Stayed,0,25,,,4,4780,32,Female,0,29,Month-to-Month,$87.80,"$2,621.75","$3,596.73",1,Fiber Optic,1,1,13,$33.62,Torrance,California,United States,Credit Card
6088-BXMRG,Stayed,0,25,,,4,3149,59,Female,0,32,Month-to-Month,$98.85,"$3,089.60","$3,858.88",1,Fiber Optic,1,1,22,$24.04,Cabazon,California,United States,Bank Withdrawal
0963-ZBDRN,Churned,1,93,Attitude,Attitude of support person,3,3606,45,Male,0,32,Month-to-Month,$96.20,"$3,183.40","$3,990.12",1,Fiber Optic,1,1,26,$25.21,Claremont,California,United States,Bank Withdrawal
8220-OCUFY,Stayed,0,25,,,4,4870,30,Female,0,21,One Year,$60.25,"$1,258.35","$1,413.96",1,DSL,1,1,51,$7.41,Perris,California,United States,Bank Withdrawal
3707-GNWHM,Churned,1,93,Other,Don't know,1,4750,28,Male,0,1,Month-to-Month,$74.25,$74.25,$96.05,1,Fiber Optic,1,1,42,$21.80,Carmel Valley,California,United States,Mailed Check
6776-TLWOI,Churned,1,93,Price,Price too high,1,2158,29,Male,0,3,Month-to-Month,$19.85,$64.55,$160.58,0,,1,0,0,$32.01,Livingston,California,United States,Mailed Check
4942-VZZOM,Stayed,0,25,,,3,4703,40,Male,0,64,One Year,$66.15,"$4,392.50","$6,789.94",1,DSL,1,1,2,$37.46,Tupman,California,United States,Credit Card
3645-DEYGF,Joined,0,25,,,5,3358,29,Male,0,1,Month-to-Month,$20.75,$20.75,$28.32,0,,1,0,0,$7.57,Northridge,California,United States,Credit Card
2193-SFWQW,Stayed,0,25,,,3,4004,47,Male,0,72,Two Year,$111.95,"$8,033.10","$9,766.86",1,Fiber Optic,1,1,19,$24.08,San Rafael,California,United States,Bank Withdrawal
9066-QRSDU,Stayed,0,25,,,4,5418,23,Female,0,69,One Year,$26.30,"$1,763.55","$3,287.07",0,,1,0,0,$22.08,Marina,California,United States,Bank Withdrawal
6893-ODYYE,Stayed,0,25,,,3,6435,34,Male,0,50,One Year,$90.10,"$4,549.45","$5,317.95",1,Fiber Optic,1,1,22,$15.37,Mokelumne Hill,California,United States,Credit Card
0093-XWZFY,Churned,1,93,Competitor,Competitor had better devices,1,2832,51,Male,0,40,Month-to-Month,$104.50,"$4,036.85","$5,544.45",1,Fiber Optic,1,1,15,$37.69,Desert Hot Springs,California,United States,Credit Card
6188-UXBBR,Stayed,0,25,,,4,4411,47,Female,0,38,One Year,$20.25,$814.75,"$1,215.27",0,,1,0,0,$10.54,Fresno,California,United States,Credit Card
0960-HUWBM,Stayed,0,25,,,4,4024,40,Male,0,65,Two Year,$104.10,"$6,700.05","$9,268.85",1,Fiber Optic,1,1,57,$39.52,Pleasant Grove,California,United States,Bank Withdrawal
9845-PEEKO,Stayed,0,25,,,5,5400,71,Female,1,59,Two Year,$79.20,"$4,590.35","$4,952.02",1,Fiber Optic,1,1,2,$6.13,Brookdale,California,United States,Credit Card
6828-HMKWP,Stayed,0,25,,,4,4843,24,Male,0,12,Two Year,$21.05,$262.05,$858.45,0,,1,0,0,$49.70,Berkeley,California,United States,Bank Withdrawal
5846-NEQVZ,Stayed,0,25,,,4,5328,19,Male,0,71,Two Year,$70.85,"$4,973.40","$5,145.93",1,Cable,1,1,58,$2.43,Mission Viejo,California,United States,Credit Card
7776-QGYJC,Stayed,0,25,,,5,2042,64,Female,0,39,Month-to-Month,$81.50,"$3,107.30","$4,693.82",1,Fiber Optic,1,1,76,$40.68,Shasta Lake,California,United States,Bank Withdrawal
4476-OSWTN,Stayed,0,25,,,3,4887,73,Male,1,69,One Year,$110.55,"$7,610.10","$8,182.80",1,Fiber Optic,1,1,14,$8.30,Witter Springs,California,United States,Mailed Check
8327-LZKAS,Churned,1,93,Dissatisfaction,Service dissatisfaction,2,4423,80,Female,1,43,One Year,$107.55,"$4,533.90","$5,269.02",1,Cable,1,0,18,$13.84,Pomona,California,United States,Bank Withdrawal
5656-MJEFC,Stayed,0,25,,,4,2673,48,Male,0,42,Two Year,$48.15,"$2,032.30","$2,032.30",1,Cable,0,1,8,$0.00,Victorville,California,United States,Credit Card
6994-KERXL,Stayed,0,25,,,3,3545,51,Male,0,4,Month-to-Month,$55.90,$238.50,$309.30,1,DSL,1,1,22,$17.70,Avalon,California,United States,Bank Withdrawal
5924-SNGKP,Stayed,0,25,,,4,3972,39,Female,0,41,One Year,$20.25,$865.00,"$1,089.23",0,,1,0,0,$6.61,Solana Beach,California,United States,Credit Card
8603-IJWDN,Churned,1,93,Competitor,Competitor offered higher download speeds,3,5228,41,Male,0,1,Month-to-Month,$86.60,$86.60,$92.03,1,Fiber Optic,1,1,18,$5.43,Pinole,California,United States,Bank Withdrawal
3108-PCCGG,Stayed,0,25,,,3,5856,75,Male,1,72,Two Year,$84.45,"$5,899.85","$7,103.69",1,Cable,1,1,9,$16.72,Redwood Valley,California,United States,Credit Card
3752-CQSJI,Stayed,0,25,,,3,5417,59,Female,0,13,Month-to-Month,$20.45,$254.50,$467.70,0,,1,0,0,$16.40,San Anselmo,California,United States,Credit Card
6942-LBFDP,Joined,0,25,,,3,5629,30,Female,0,2,Month-to-Month,$20.55,$33.60,$67.00,0,,1,0,0,$16.70,Bakersfield,California,United States,Mailed Check
8775-LHDJH,Churned,1,93,Other,Don't know,2,2905,77,Female,1,1,Month-to-Month,$90.60,$90.60,$103.62,1,Fiber Optic,1,1,30,$13.02,San Jose,California,United States,Bank Withdrawal
5811-IWXYM,Stayed,0,25,,,5,5954,20,Female,0,52,One Year,$101.25,"$5,301.10","$7,630.18",1,Fiber Optic,1,1,52,$44.79,Napa,California,United States,Bank Withdrawal
3096-YXENJ,Stayed,0,25,,,5,4193,25,Female,0,65,Two Year,$107.65,"$7,082.85","$8,882.70",1,Fiber Optic,1,1,52,$27.69,Danville,California,United States,Bank Withdrawal
4115-NZRKS,Stayed,0,25,,,5,2415,72,Female,1,7,One Year,$89.15,$574.35,$688.87,1,Fiber Optic,1,1,28,$16.36,San Diego,California,United States,Bank Withdrawal
6591-QGOYB,Stayed,0,25,,,3,2754,29,Male,0,17,Month-to-Month,$106.65,"$1,672.10","$2,331.36",1,Fiber Optic,1,1,59,$38.78,Surfside,California,United States,Bank Withdrawal
9391-YZEJW,Stayed,0,25,,,3,4778,42,Female,0,62,One Year,$94.00,"$5,757.20","$7,759.18",1,Fiber Optic,1,1,26,$32.29,Mountain View,California,United States,Bank Withdrawal
7956-XQWGU,Stayed,0,25,,,4,5975,43,Male,0,27,Month-to-Month,$19.40,$460.25,$500.59,0,,1,0,0,$2.59,Long Beach,California,United States,Credit Card
1621-YNCJH,Stayed,0,25,,,3,4505,54,Female,0,36,Two Year,$106.05,"$3,834.40","$4,577.04",1,Fiber Optic,1,0,18,$19.24,Sacramento,California,United States,Credit Card
1629-DQQVB,Stayed,0,25,,,3,2331,19,Female,0,14,Month-to-Month,$50.10,$709.50,"$1,216.58",1,Cable,1,1,59,$36.22,Keeler,California,United States,Bank Withdrawal
1090-ESELR,Stayed,0,25,,,3,5534,47,Male,0,72,Two Year,$105.50,"$7,611.55","$9,573.55",1,Fiber Optic,1,1,19,$27.25,Fawnskin,California,United States,Bank Withdrawal
5640-CAXOA,Stayed,0,25,,,4,5455,23,Female,0,30,One Year,$40.35,"$1,187.05","$1,187.05",1,Cable,0,1,42,$0.00,Auberry,California,United States,Credit Card
0430-IHCDJ,Stayed,0,25,,,3,2597,40,Male,0,15,Month-to-Month,$49.00,$749.25,$925.50,1,DSL,1,1,28,$11.75,Highland,California,United States,Bank Withdrawal
8480-PPONV,Stayed,0,25,,,3,6349,56,Male,0,62,Two Year,$115.55,"$7,159.05","$9,679.97",1,Fiber Optic,1,1,21,$40.66,Guerneville,California,United States,Bank Withdrawal
2001-MCUUW,Stayed,0,25,,,4,4210,51,Male,0,46,Two Year,$108.65,"$4,903.20","$6,628.20",1,Fiber Optic,1,1,22,$37.50,Corona,California,United States,Bank Withdrawal
7892-QVYKW,Stayed,0,25,,,3,3513,25,Female,0,23,Month-to-Month,$85.60,"$1,868.40","$2,094.72",1,Fiber Optic,1,1,71,$9.84,El Cajon,California,United States,Bank Withdrawal
7296-PIXQY,Stayed,0,25,,,4,5819,60,Female,0,14,Month-to-Month,$70.20,"$1,046.50","$1,368.50",1,Fiber Optic,1,1,17,$23.00,Bodega,California,United States,Bank Withdrawal
2894-QOJRX,Churned,1,93,Competitor,Competitor had better devices,1,5024,19,Female,0,25,Month-to-Month,$34.00,$853.00,$853.00,1,Cable,0,1,82,$0.00,San Diego,California,United States,Bank Withdrawal
3345-PBBFH,Stayed,0,25,,,5,5922,24,Male,0,8,Month-to-Month,$49.55,$393.45,$412.49,1,DSL,1,1,53,$2.38,Fowler,California,United States,Bank Withdrawal
3398-GCPMU,Stayed,0,25,,,3,4993,74,Female,1,72,Two Year,$89.55,"$6,448.85","$6,864.29",1,DSL,1,1,24,$5.77,Fullerton,California,United States,Credit Card
2706-QZIHY,Stayed,0,25,,,4,4411,35,Female,0,15,Two Year,$25.20,$387.90,"$1,088.10",0,,1,0,0,$46.68,Los Angeles,California,United States,Credit Card
7571-YXDAD,Churned,1,93,Price,Long distance charges,1,2078,37,Female,0,2,Month-to-Month,$74.90,$147.15,$223.71,1,Fiber Optic,1,1,18,$38.28,Davis,California,United States,Credit Card
1231-YNDEK,Stayed,0,25,,,5,6339,49,Male,0,58,Two Year,$19.15,"$1,035.50","$2,706.78",0,,1,0,0,$29.31,Redding,California,United States,Bank Withdrawal
2606-RMDHZ,Churned,1,93,Competitor,Competitor had better devices,1,4667,47,Male,0,6,Month-to-Month,$30.50,$208.70,$208.70,1,DSL,0,1,14,$0.00,Lakewood,California,United States,Credit Card
4676-MQUEA,Stayed,0,25,,,3,4184,80,Male,1,50,One Year,$101.90,"$5,265.50","$5,990.00",1,Fiber Optic,1,1,17,$14.49,Laguna Beach,California,United States,Bank Withdrawal
5402-HTOTQ,Stayed,0,25,,,5,3771,43,Male,0,16,Month-to-Month,$55.30,$875.35,$967.99,1,DSL,1,1,4,$5.79,Macdoel,California,United States,Bank Withdrawal
3629-WEAAM,Stayed,0,25,,,5,2804,19,Female,0,8,Month-to-Month,$64.10,$504.05,$874.37,1,DSL,1,0,73,$45.04,Forbestown,California,United States,Mailed Check
3723-BFBGR,Stayed,0,25,,,5,4330,74,Male,1,24,Two Year,$54.80,"$1,291.30","$1,609.14",1,Cable,1,0,27,$8.66,Borrego Springs,California,United States,Credit Card
5837-LXSDN,Stayed,0,25,,,4,2845,63,Female,0,21,One Year,$58.85,"$1,215.45","$1,965.57",1,Cable,1,1,30,$35.72,Angwin,California,United States,Credit Card
8082-GHXOP,Stayed,0,24,,,3,5611,20,Male,0,13,Month-to-Month,$44.00,$659.35,"$1,005.54",1,DSL,1,1,27,$26.63,Esparto,California,United States,Credit Card
9027-TMATR,Stayed,0,24,,,4,3972,42,Female,0,43,Two Year,$78.80,"$3,460.30","$5,092.19",1,DSL,1,1,27,$38.53,Warner Springs,California,United States,Bank Withdrawal
7471-WNSUF,Stayed,0,24,,,3,4501,23,Male,0,60,One Year,$24.15,"$1,505.90","$2,491.10",0,,1,0,0,$16.42,San Francisco,California,United States,Bank Withdrawal
2085-JVGAD,Stayed,0,24,,,4,3078,56,Male,0,37,Month-to-Month,$20.35,$697.65,$732.13,0,,1,0,0,$2.15,Ivanhoe,California,United States,Bank Withdrawal
0519-XUZJU,Churned,1,93,Dissatisfaction,Service dissatisfaction,2,3963,56,Female,0,1,Month-to-Month,$70.75,$70.75,$96.75,1,Fiber Optic,1,1,8,$26.00,Felton,California,United States,Mailed Check
4690-LLKUA,Churned,1,93,Competitor,Competitor made better offer,1,3797,68,Male,1,17,Month-to-Month,$45.05,$770.60,"$1,466.41",1,DSL,1,1,2,$40.93,San Diego,California,United States,Bank Withdrawal
3059-NGMXB,Stayed,0,24,,,3,2871,52,Male,0,14,Month-to-Month,$69.20,$944.65,$986.09,1,DSL,1,1,76,$2.96,San Jose,California,United States,Credit Card
1100-DDVRV,Stayed,0,24,,,5,5575,27,Male,0,17,Month-to-Month,$49.80,$836.35,$836.35,1,DSL,0,1,52,$0.00,Twain Harte,California,United States,Credit Card
9752-ZNQUT,Joined,0,24,,,5,3704,51,Female,0,1,Month-to-Month,$48.60,$48.60,$56.59,1,Cable,1,1,11,$7.99,Visalia,California,United States,Bank Withdrawal
7176-WIONM,Stayed,0,24,,,3,2873,24,Female,0,12,Month-to-Month,$49.85,$617.15,$617.15,1,Cable,0,1,82,$0.00,Bishop,California,United States,Bank Withdrawal
2335-GSODA,Stayed,0,24,,,4,2327,36,Male,0,23,Two Year,$40.10,$857.75,$857.75,1,DSL,0,1,26,$0.00,Camino,California,United States,Credit Card
5896-NPFWW,Churned,1,93,Competitor,Competitor made better offer,1,3273,23,Male,0,3,Month-to-Month,$50.15,$168.15,$208.77,1,Cable,1,1,51,$13.54,San Diego,California,United States,Bank Withdrawal
2719-BDAQO,Churned,1,93,Price,Price too high,1,4940,36,Male,0,17,Month-to-Month,$93.85,"$1,625.65","$1,702.32",1,Fiber Optic,1,1,13,$4.51,Sunnyvale,California,United States,Bank Withdrawal
9361-YNQWJ,Stayed,0,24,,,5,5887,36,Female,0,64,One Year,$24.40,"$1,601.20","$2,620.72",0,,1,0,0,$15.93,Oakland,California,United States,Bank Withdrawal
3633-CDBUW,Stayed,0,24,,,5,3913,25,Male,0,17,One Year,$80.85,"$1,445.95","$2,276.59",1,DSL,1,0,73,$45.92,Midpines,California,United States,Bank Withdrawal
5442-PPTJY,Stayed,0,24,,,4,5104,44,Male,0,12,Two Year,$19.70,$258.35,$314.87,0,,1,0,0,$4.71,Arcadia,California,United States,Credit Card
6641-XRPSU,Churned,1,93,Competitor,Competitor offered more data,2,2318,61,Female,0,34,Month-to-Month,$70.00,"$2,416.10","$2,563.54",1,Fiber Optic,1,1,21,$4.66,San Lorenzo,California,United States,Credit Card
1384-RCUXW,Stayed,0,24,,,4,5183,58,Male,0,16,Month-to-Month,$80.55,"$1,248.90","$1,795.78",1,Fiber Optic,1,1,8,$34.18,French Gulch,California,United States,Credit Card
1223-UNPKS,Stayed,0,24,,,4,4328,55,Male,0,20,Two Year,$20.05,$400.00,$477.40,0,,1,0,0,$3.87,Wendel,California,United States,Credit Card
8510-TMWYB,Stayed,0,24,,,5,5898,61,Female,0,54,Two Year,$59.80,"$3,246.45","$4,489.53",1,Cable,1,1,21,$23.02,Sacramento,California,United States,Bank Withdrawal
2720-WGKHP,Churned,1,93,Other,Don't know,1,5569,65,Male,1,2,Month-to-Month,$94.00,$181.70,$223.68,1,Fiber Optic,1,1,22,$20.99,Sloughhouse,California,United States,Bank Withdrawal
6599-CEBNN,Churned,1,94,Competitor,Competitor made better offer,3,5795,63,Female,0,34,Month-to-Month,$73.95,"$2,524.45","$2,577.15",1,Fiber Optic,1,1,14,$1.55,San Diego,California,United States,Credit Card
5356-CSVSQ,Joined,0,24,,,5,5277,20,Female,0,3,Month-to-Month,$64.60,$174.20,$297.17,1,Cable,1,1,48,$40.99,La Verne,California,United States,Bank Withdrawal
9107-UKCKY,Stayed,0,24,,,5,6432,36,Male,0,61,One Year,$79.80,"$4,914.80","$6,685.48",1,DSL,1,0,5,$27.88,Carpinteria,California,United States,Bank Withdrawal
2458-EOMRE,Stayed,0,24,,,4,4171,19,Female,0,11,Month-to-Month,$64.05,$733.95,"$1,274.51",1,DSL,1,0,52,$40.96,Mc Farland,California,United States,Bank Withdrawal
9137-NOQKA,Joined,0,24,,,5,4577,80,Male,1,2,Two Year,$19.20,$37.20,$51.26,0,,1,0,0,$7.03,South San Francisco,California,United States,Bank Withdrawal
0357-NVCRI,Stayed,0,24,,,5,2192,41,Female,0,25,Month-to-Month,$20.05,$471.70,$793.45,0,,1,0,0,$12.87,El Cajon,California,United States,Credit Card
3874-EQOEP,Churned,1,94,Competitor,Competitor had better devices,1,2786,32,Male,0,7,Month-to-Month,$95.00,$655.50,$772.54,1,Cable,1,0,28,$20.52,Long Beach,California,United States,Credit Card
